z Lx kcorr
1.4 8.21190739800786e+43 0.6348
1.4 9.37582293458945e+43 0.6348
1.4 1.0704706159022e+44 0.6991
1.4 1.22219387834487e+44 0.6991
1.4 1.39542165293784e+44 0.7643
1.4 1.59320188391447e+44 0.7643
1.4 1.81901451619634e+44 0.8314
1.4 2.0768327250551e+44 0.8314
1.4 2.37119282416671e+44 0.8314
1.4 2.70727408209078e+44 0.8952
1.4 3.09098985154704e+44 0.8952
1.4 3.5290916149089e+44 0.9619
1.4 4.02928777659586e+44 0.9619
1.4 4.60037929251778e+44 1.022
1.4 5.25241452297211e+44 1.022
1.4 5.99686603363297e+44 1.022
1.4 6.84683245544589e+44 1.087
1.4 7.81726895515578e+44 1.087
1.4 8.92525037159882e+44 1.142
1.4 1.0190271647643e+45 1.142
1.4 1.16345908438818e+45 1.203
1.4 1.32836207694079e+45 1.203
1.4 1.51663761204147e+45 1.253
1.4 1.73159839940343e+45 1.253
1.4 1.97702667599047e+45 1.253
1.4 2.25724075451014e+45 1.308
1.4 2.57717100416405e+45 1.308
1.4 2.9424466005379e+45 1.348
1.4 3.35949457099589e+45 1.348
1.4 3.83565287828418e+45 1.394
1.4 4.37929953205086e+45 1.394
1.4 5e+45 1.394
1.45 1e+40 7.871e-08
1.45 1.14173510247619e+40 8.324e-08
1.45 1.30355904422631e+40 8.324e-08
1.45 1.4883191189435e+40 8.324e-08
1.45 1.69926618178422e+40 2.078e-06
1.45 1.94011184819373e+40 2.078e-06
1.45 2.21509379981273e+40 2.329e-06
1.45 2.52905034652355e+40 2.329e-06
1.45 2.88750555655553e+40 2.441e-05
1.45 3.29676645251449e+40 2.441e-05
1.45 3.76403398350168e+40 2.909e-05
1.45 4.29752972587713e+40 2.909e-05
1.45 4.90664054196878e+40 2.909e-05
1.45 5.60208374199861e+40 0.0001753
1.45 6.39609565525095e+40 0.0001753
1.45 7.30264692839543e+40 0.0002189
1.45 8.33768833913895e+40 0.0002189
1.45 9.51943145030131e+40 0.0008462
1.45 1.08686690424248e+41 0.0008462
1.45 1.24091409629328e+41 0.0008462
1.45 1.41679518289555e+41 0.001099
1.45 1.61760479333101e+41 0.001099
1.45 1.84687617447975e+41 0.002994
1.45 2.10864335833047e+41 0.002994
1.45 2.4075121408092e+41 0.003941
1.45 2.74874112079945e+41 0.003941
1.45 3.13833422523646e+41 0.008482
1.45 3.58314634825487e+41 0.008482
1.45 4.09100396311194e+41 0.008482
1.45 4.67084282905416e+41 0.01109
1.45 5.33286521608031e+41 0.01109
1.45 6.08871941397313e+41 0.01966
1.45 6.95170468406135e+41 0.01966
1.45 7.93700525984097e+41 0.02513
1.45 9.06195751369867e+41 0.02513
1.45 1.03463549905376e+42 0.02513
1.45 1.18127966753764e+42 0.03892
1.45 1.34870846226912e+42 0.03892
1.45 1.53986779437934e+42 0.04837
1.45 1.75812111401549e+42 0.04837
1.45 2.00730859027603e+42 0.0686
1.45 2.29181467902013e+42 0.0686
1.45 2.61664526740747e+42 0.0686
1.45 2.98751575252729e+42 0.08376
1.45 3.41095160386101e+42 0.08376
1.45 3.89440317897556e+42 0.1139
1.45 4.44637681263124e+42 0.1139
1.45 5.07658448581727e+42 0.1392
1.45 5.79611470814359e+42 0.1392
1.45 6.61762762026614e+42 0.1816
1.45 7.55557774917379e+42 0.1816
1.45 8.62646833571973e+42 0.1816
1.45 9.84914170929053e+42 0.2194
1.45 1.12451108187593e+43 0.2194
1.45 1.28389377530122e+43 0.2703
1.45 1.4658665911121e+43 0.2703
1.45 1.67363134261978e+43 0.3168
1.45 1.91084365247335e+43 0.3168
1.45 2.18167727337263e+43 0.3168
1.45 2.49089752528407e+43 0.3734
1.45 2.84394514128792e+43 0.3734
1.45 3.24703199732501e+43 0.4264
1.45 3.70725041020933e+43 0.4264
1.45 4.23269792700523e+43 0.4877
1.45 4.83261980144005e+43 0.4877
1.45 5.5175716642256e+43 0.5466
1.45 6.2996052494744e+43 0.5466
1.45 7.19248044506816e+43 0.5466
1.45 8.21190739800786e+43 0.6115
1.45 9.37582293458945e+43 0.6115
1.45 1.0704706159022e+44 0.6757
1.45 1.22219387834487e+44 0.6757
1.45 1.39542165293784e+44 0.7412
1.45 1.59320188391447e+44 0.7412
1.45 1.81901451619634e+44 0.7412
1.45 2.0768327250551e+44 0.8086
1.45 2.37119282416671e+44 0.8086
1.45 2.70727408209078e+44 0.8739
1.45 3.09098985154704e+44 0.8739
1.45 3.5290916149089e+44 0.9421
1.45 4.02928777659586e+44 0.9421
1.45 4.60037929251778e+44 0.9421
1.45 5.25241452297211e+44 1.004
1.45 5.99686603363297e+44 1.004
1.45 6.84683245544589e+44 1.07
1.45 7.81726895515578e+44 1.07
1.45 8.92525037159882e+44 1.127
1.45 1.0190271647643e+45 1.127
1.45 1.16345908438818e+45 1.19
1.45 1.32836207694079e+45 1.19
1.45 1.51663761204147e+45 1.19
1.45 1.73159839940343e+45 1.241
1.45 1.97702667599047e+45 1.241
1.45 2.25724075451014e+45 1.299
1.45 2.57717100416405e+45 1.299
1.45 2.9424466005379e+45 1.341
1.45 3.35949457099589e+45 1.341
1.45 3.83565287828418e+45 1.341
1.45 4.37929953205086e+45 1.389
1.45 5e+45 1.389
1.5 1e+40 3.043e-08
1.5 1.14173510247619e+40 3.206e-08
1.5 1.30355904422631e+40 3.206e-08
1.5 1.4883191189435e+40 3.206e-08
1.5 1.69926618178422e+40 9.785e-07
1.5 1.94011184819373e+40 9.785e-07
1.5 2.21509379981273e+40 1.093e-06
1.5 2.52905034652355e+40 1.093e-06
1.5 2.88750555655553e+40 1.335e-05
1.5 3.29676645251449e+40 1.335e-05
1.5 3.76403398350168e+40 1.335e-05
1.5 4.29752972587713e+40 1.587e-05
1.5 4.90664054196878e+40 1.587e-05
1.5 5.60208374199861e+40 0.0001072
1.5 6.39609565525095e+40 0.0001072
1.5 7.30264692839543e+40 0.0001338
1.5 8.33768833913895e+40 0.0001338
1.5 9.51943145030131e+40 0.0001338
1.5 1.08686690424248e+41 0.0005654
1.5 1.24091409629328e+41 0.0005654
1.5 1.41679518289555e+41 0.0007367
1.5 1.61760479333101e+41 0.0007367
1.5 1.84687617447975e+41 0.002144
1.5 2.10864335833047e+41 0.002144
1.5 2.4075121408092e+41 0.002839
1.5 2.74874112079945e+41 0.002839
1.5 3.13833422523646e+41 0.002839
1.5 3.58314634825487e+41 0.006437
1.5 4.09100396311194e+41 0.006437
1.5 4.67084282905416e+41 0.008473
1.5 5.33286521608031e+41 0.008473
1.5 6.08871941397313e+41 0.01584
1.5 6.95170468406135e+41 0.01584
1.5 7.93700525984097e+41 0.01584
1.5 9.06195751369867e+41 0.02054
1.5 1.03463549905376e+42 0.02054
1.5 1.18127966753764e+42 0.03319
1.5 1.34870846226912e+42 0.03319
1.5 1.53986779437934e+42 0.04191
1.5 1.75812111401549e+42 0.04191
1.5 2.00730859027603e+42 0.06091
1.5 2.29181467902013e+42 0.06091
1.5 2.61664526740747e+42 0.06091
1.5 2.98751575252729e+42 0.07505
1.5 3.41095160386101e+42 0.07505
1.5 3.89440317897556e+42 0.1031
1.5 4.44637681263124e+42 0.1031
1.5 5.07658448581727e+42 0.1262
1.5 5.79611470814359e+42 0.1262
1.5 6.61762762026614e+42 0.1262
1.5 7.55557774917379e+42 0.1664
1.5 8.62646833571973e+42 0.1664
1.5 9.84914170929053e+42 0.202
1.5 1.12451108187593e+43 0.202
1.5 1.28389377530122e+43 0.2515
1.5 1.4658665911121e+43 0.2515
1.5 1.67363134261978e+43 0.2963
1.5 1.91084365247335e+43 0.2963
1.5 2.18167727337263e+43 0.2963
1.5 2.49089752528407e+43 0.3522
1.5 2.84394514128792e+43 0.3522
1.5 3.24703199732501e+43 0.4041
1.5 3.70725041020933e+43 0.4041
1.5 4.23269792700523e+43 0.4651
1.5 4.83261980144005e+43 0.4651
1.5 5.5175716642256e+43 0.4651
1.5 6.2996052494744e+43 0.5235
1.5 7.19248044506816e+43 0.5235
1.5 8.21190739800786e+43 0.5885
1.5 9.37582293458945e+43 0.5885
1.5 1.0704706159022e+44 0.6528
1.5 1.22219387834487e+44 0.6528
1.5 1.39542165293784e+44 0.6528
1.5 1.59320188391447e+44 0.7199
1.5 1.81901451619634e+44 0.7199
1.5 2.0768327250551e+44 0.7879
1.5 2.37119282416671e+44 0.7879
1.5 2.70727408209078e+44 0.8548
1.5 3.09098985154704e+44 0.8548
1.5 3.5290916149089e+44 0.9244
1.5 4.02928777659586e+44 0.9244
1.5 4.60037929251778e+44 0.9244
1.5 5.25241452297211e+44 0.988
1.5 5.99686603363297e+44 0.988
1.5 6.84683245544589e+44 1.056
1.5 7.81726895515578e+44 1.056
1.5 8.92525037159882e+44 1.115
1.5 1.0190271647643e+45 1.115
1.5 1.16345908438818e+45 1.115
1.5 1.32836207694079e+45 1.179
1.5 1.51663761204147e+45 1.179
1.5 1.73159839940343e+45 1.233
1.5 1.97702667599047e+45 1.233
1.5 2.25724075451014e+45 1.293
1.5 2.57717100416405e+45 1.293
1.5 2.9424466005379e+45 1.338
1.5 3.35949457099589e+45 1.338
1.5 3.83565287828418e+45 1.338
1.5 4.37929953205086e+45 1.388
1.5 5e+45 1.388
